chemical.id,bottle.id,conc,plate.id,well,date,endpoint,value
3756,C761434,56.2,20544,C05,20200701,LTRK,0.0
3756,C761434,56.2,20544,C06,20200701,LTRK,0.0
3756,C761434,56.2,20544,C07,20200701,LTRK,0.0
3756,C761434,56.2,20544,C08,20200701,LTRK,
3756,C761434,56.2,20544,C09,20200701,LTRK,
3756,C761434,56.2,20544,C10,20200701,LTRK,0.0
3756,C761434,56.2,20544,C11,20200701,LTRK,0.0
3756,C761434,56.2,20544,C12,20200701,LTRK,0.0
3756,C761434,56.2,20624,C01,20200701,LTRK,0.0
3756,C761434,56.2,20624,C02,20200701,LTRK,0.0
3756,C761434,56.2,20624,C03,20200701,LTRK,
3756,C761434,56.2,20624,C04,20200701,LTRK,
3756,C761434,56.2,20624,C05,20200701,LTRK,0.0
3756,C761434,56.2,20624,C06,20200701,LTRK,
3756,C761434,56.2,20624,C07,20200701,LTRK,0.0
3756,C761434,56.2,20624,C08,20200701,LTRK,0.0
3756,C761434,56.2,20624,C09,20200701,LTRK,0.0
3756,C761434,56.2,20624,C10,20200701,LTRK,
3756,C761434,56.2,20624,C11,20200701,LTRK,0.0
3756,C761434,56.2,20624,C12,20200701,LTRK,0.0
3756,C761434,56.2,20625,C01,20200701,LTRK,0.0
3756,C761434,56.2,20625,C02,20200701,LTRK,
3756,C761434,56.2,20625,C03,20200701,LTRK,
3756,C761434,56.2,20625,C04,20200701,LTRK,0.0
3756,C761434,56.2,20625,C05,20200701,LTRK,0.0
3756,C761434,56.2,20625,C06,20200701,LTRK,0.0
3756,C761434,56.2,20625,C07,20200701,LTRK,0.0
3756,C761434,56.2,20625,C08,20200701,LTRK,0.0
3756,C761434,56.2,20625,C09,20200701,LTRK,0.0
3756,C761434,56.2,20625,C10,20200701,LTRK,
3756,C761434,56.2,20625,C11,20200701,LTRK,0.0
3756,C761434,56.2,20625,C12,20200701,LTRK,0.0
3756,C761434,75.0,20544,B01,20200701,LTRK,0.0
3756,C761434,75.0,20544,B02,20200701,LTRK,0.0
3756,C761434,75.0,20544,B03,20200701,LTRK,0.0
3756,C761434,75.0,20544,B04,20200701,LTRK,0.0
3756,C761434,75.0,20544,B05,20200701,LTRK,0.0
3756,C761434,75.0,20544,B06,20200701,LTRK,0.0
3756,C761434,75.0,20544,B07,20200701,LTRK,0.0
3756,C761434,75.0,20544,B08,20200701,LTRK,0.0
3756,C761434,75.0,20544,B09,20200701,LTRK,
3756,C761434,75.0,20544,B10,20200701,LTRK,0.0
3756,C761434,75.0,20544,B11,20200701,LTRK,0.0
3756,C761434,75.0,20544,B12,20200701,LTRK,0.0
3756,C761434,75.0,20624,B01,20200701,LTRK,
3756,C761434,75.0,20624,B02,20200701,LTRK,
3756,C761434,75.0,20624,B03,20200701,LTRK,
3756,C761434,75.0,20624,B04,20200701,LTRK,
3756,C761434,75.0,20624,B05,20200701,LTRK,0.0
3756,C761434,75.0,20624,B06,20200701,LTRK,1.0
3756,C761434,75.0,20624,B07,20200701,LTRK,0.0
3756,C761434,75.0,20624,B08,20200701,LTRK,0.0
3756,C761434,75.0,20624,B09,20200701,LTRK,0.0
3756,C761434,75.0,20624,B10,20200701,LTRK,0.0
3756,C761434,75.0,20624,B11,20200701,LTRK,0.0
3756,C761434,75.0,20624,B12,20200701,LTRK,1.0
3756,C761434,75.0,20625,B01,20200701,LTRK,0.0
3756,C761434,75.0,20625,B02,20200701,LTRK,0.0
3756,C761434,75.0,20625,B03,20200701,LTRK,0.0
3756,C761434,75.0,20625,B04,20200701,LTRK,0.0
3756,C761434,75.0,20625,B05,20200701,LTRK,0.0
3756,C761434,75.0,20625,B06,20200701,LTRK,1.0
3756,C761434,75.0,20625,B07,20200701,LTRK,
3756,C761434,75.0,20625,B08,20200701,LTRK,
3756,C761434,75.0,20625,B09,20200701,LTRK,0.0
3756,C761434,75.0,20625,B10,20200701,LTRK,0.0
3756,C761434,75.0,20625,B11,20200701,LTRK,0.0
3756,C761434,75.0,20625,B12,20200701,LTRK,0.0
3756,C761434,100.0,20544,A01,20200701,LTRK,
3756,C761434,100.0,20544,A02,20200701,LTRK,0.0
3756,C761434,100.0,20544,A03,20200701,LTRK,
3756,C761434,100.0,20544,A04,20200701,LTRK,0.0
3756,C761434,100.0,20544,A05,20200701,LTRK,0.0
3756,C761434,100.0,20544,A06,20200701,LTRK,0.0
3756,C761434,100.0,20544,A07,20200701,LTRK,
3756,C761434,100.0,20544,A08,20200701,LTRK,0.0
3756,C761434,100.0,20544,A09,20200701,LTRK,0.0
3756,C761434,100.0,20544,A10,20200701,LTRK,0.0
3756,C761434,100.0,20544,A11,20200701,LTRK,0.0
3756,C761434,100.0,20544,A12,20200701,LTRK,0.0
3756,C761434,100.0,20624,A01,20200701,LTRK,0.0
3756,C761434,100.0,20624,A02,20200701,LTRK,0.0
3756,C761434,100.0,20624,A03,20200701,LTRK,0.0
3756,C761434,100.0,20624,A04,20200701,LTRK,0.0
3756,C761434,100.0,20624,A05,20200701,LTRK,
3756,C761434,100.0,20624,A06,20200701,LTRK,0.0
3756,C761434,100.0,20624,A07,20200701,LTRK,0.0
3756,C761434,100.0,20624,A08,20200701,LTRK,0.0
3756,C761434,100.0,20624,A09,20200701,LTRK,
3756,C761434,100.0,20624,A10,20200701,LTRK,0.0
3756,C761434,100.0,20624,A11,20200701,LTRK,0.0
3756,C761434,100.0,20624,A12,20200701,LTRK,0.0
3756,C761434,100.0,20625,A01,20200701,LTRK,0.0
3756,C761434,100.0,20625,A02,20200701,LTRK,0.0
3756,C761434,100.0,20625,A03,20200701,LTRK,
3756,C761434,100.0,20625,A04,20200701,LTRK,0.0
3756,C761434,100.0,20625,A05,20200701,LTRK,0.0
3756,C761434,100.0,20625,A06,20200701,LTRK,0.0
3756,C761434,100.0,20625,A07,20200701,LTRK,0.0
3756,C761434,100.0,20625,A08,20200701,LTRK,0.0
3756,C761434,100.0,20625,A09,20200701,LTRK,0.0
3756,C761434,100.0,20625,A10,20200701,LTRK,0.0
3756,C761434,100.0,20625,A11,20200701,LTRK,0.0
3756,C761434,100.0,20625,A12,20200701,LTRK,0.0
3756,C761434,0.0,20544,H01,20200701,BRN_,0.0
3756,C761434,0.0,20544,H02,20200701,BRN_,
3756,C761434,0.0,20544,H03,20200701,BRN_,0.0
3756,C761434,0.0,20544,H04,20200701,BRN_,0.0
3756,C761434,0.0,20544,H05,20200701,BRN_,0.0
3756,C761434,0.0,20544,H06,20200701,BRN_,0.0
3756,C761434,0.0,20544,H07,20200701,BRN_,0.0
3756,C761434,0.0,20544,H08,20200701,BRN_,
3756,C761434,0.0,20544,H09,20200701,BRN_,0.0
3756,C761434,0.0,20544,H10,20200701,BRN_,0.0
3756,C761434,0.0,20544,H11,20200701,BRN_,0.0
3756,C761434,0.0,20544,H12,20200701,BRN_,0.0
3756,C761434,0.0,20624,H01,20200701,BRN_,0.0
3756,C761434,0.0,20624,H02,20200701,BRN_,0.0
3756,C761434,0.0,20624,H03,20200701,BRN_,0.0
3756,C761434,0.0,20624,H04,20200701,BRN_,0.0
3756,C761434,0.0,20624,H05,20200701,BRN_,
3756,C761434,0.0,20624,H06,20200701,BRN_,0.0
3756,C761434,0.0,20624,H07,20200701,BRN_,0.0
3756,C761434,0.0,20624,H08,20200701,BRN_,0.0
3756,C761434,0.0,20624,H09,20200701,BRN_,0.0
3756,C761434,0.0,20624,H10,20200701,BRN_,
3756,C761434,0.0,20624,H11,20200701,BRN_,0.0
3756,C761434,0.0,20624,H12,20200701,BRN_,0.0
3756,C761434,0.0,20625,H01,20200701,BRN_,0.0
3756,C761434,0.0,20625,H02,20200701,BRN_,0.0
3756,C761434,0.0,20625,H03,20200701,BRN_,0.0
3756,C761434,0.0,20625,H04,20200701,BRN_,0.0
3756,C761434,0.0,20625,H05,20200701,BRN_,0.0
3756,C761434,0.0,20625,H06,20200701,BRN_,0.0
3756,C761434,0.0,20625,H07,20200701,BRN_,0.0
3756,C761434,0.0,20625,H08,20200701,BRN_,0.0
3756,C761434,0.0,20625,H09,20200701,BRN_,0.0
3756,C761434,0.0,20625,H10,20200701,BRN_,0.0
3756,C761434,0.0,20625,H11,20200701,BRN_,0.0
3756,C761434,0.0,20625,H12,20200701,BRN_,0.0
3756,C761434,2.16,20544,G01,20200701,BRN_,0.0
3756,C761434,2.16,20544,G02,20200701,BRN_,0.0
3756,C761434,2.16,20544,G03,20200701,BRN_,0.0
3756,C761434,2.16,20544,G04,20200701,BRN_,0.0
3756,C761434,2.16,20544,G05,20200701,BRN_,0.0
3756,C761434,2.16,20544,G06,20200701,BRN_,
3756,C761434,2.16,20544,G07,20200701,BRN_,0.0
3756,C761434,2.16,20544,G08,20200701,BRN_,0.0
3756,C761434,2.16,20544,G09,20200701,BRN_,0.0
3756,C761434,2.16,20544,G10,20200701,BRN_,0.0
3756,C761434,2.16,20544,G11,20200701,BRN_,0.0
3756,C761434,2.16,20544,G12,20200701,BRN_,0.0
3756,C761434,2.16,20624,G01,20200701,BRN_,0.0
3756,C761434,2.16,20624,G02,20200701,BRN_,0.0
3756,C761434,2.16,20624,G03,20200701,BRN_,0.0
3756,C761434,2.16,20624,G04,20200701,BRN_,0.0
3756,C761434,2.16,20624,G05,20200701,BRN_,0.0
3756,C761434,2.16,20624,G06,20200701,BRN_,0.0
3756,C761434,2.16,20624,G07,20200701,BRN_,0.0
3756,C761434,2.16,20624,G08,20200701,BRN_,0.0
3756,C761434,2.16,20624,G09,20200701,BRN_,0.0
3756,C761434,2.16,20624,G10,20200701,BRN_,0.0
3756,C761434,2.16,20624,G11,20200701,BRN_,0.0
3756,C761434,2.16,20624,G12,20200701,BRN_,0.0
3756,C761434,2.16,20625,G01,20200701,BRN_,0.0
3756,C761434,2.16,20625,G02,20200701,BRN_,0.0
3756,C761434,2.16,20625,G03,20200701,BRN_,0.0
3756,C761434,2.16,20625,G04,20200701,BRN_,0.0
3756,C761434,2.16,20625,G05,20200701,BRN_,0.0
3756,C761434,2.16,20625,G06,20200701,BRN_,0.0
3756,C761434,2.16,20625,G07,20200701,BRN_,0.0
3756,C761434,2.16,20625,G08,20200701,BRN_,0.0
3756,C761434,2.16,20625,G09,20200701,BRN_,0.0
3756,C761434,2.16,20625,G10,20200701,BRN_,0.0
3756,C761434,2.16,20625,G11,20200701,BRN_,0.0
3756,C761434,2.16,20625,G12,20200701,BRN_,
3756,C761434,6.8,20544,F01,20200701,BRN_,0.0
3756,C761434,6.8,20544,F02,20200701,BRN_,0.0
3756,C761434,6.8,20544,F03,20200701,BRN_,0.0
3756,C761434,6.8,20544,F04,20200701,BRN_,0.0
3756,C761434,6.8,20544,F05,20200701,BRN_,0.0
3756,C761434,6.8,20544,F06,20200701,BRN_,0.0
3756,C761434,6.8,20544,F07,20200701,BRN_,0.0
3756,C761434,6.8,20544,F08,20200701,BRN_,
3756,C761434,6.8,20544,F09,20200701,BRN_,0.0
3756,C761434,6.8,20544,F10,20200701,BRN_,0.0
3756,C761434,6.8,20544,F11,20200701,BRN_,0.0
3756,C761434,6.8,20544,F12,20200701,BRN_,0.0
3756,C761434,6.8,20624,F01,20200701,BRN_,0.0
3756,C761434,6.8,20624,F02,20200701,BRN_,0.0
3756,C761434,6.8,20624,F03,20200701,BRN_,0.0
3756,C761434,6.8,20624,F04,20200701,BRN_,0.0
3756,C761434,6.8,20624,F05,20200701,BRN_,0.0
3756,C761434,6.8,20624,F06,20200701,BRN_,0.0
3756,C761434,6.8,20624,F07,20200701,BRN_,0.0
3756,C761434,6.8,20624,F08,20200701,BRN_,0.0
3756,C761434,6.8,20624,F09,20200701,BRN_,0.0
3756,C761434,6.8,20624,F10,20200701,BRN_,0.0
3756,C761434,6.8,20624,F11,20200701,BRN_,0.0
3756,C761434,6.8,20624,F12,20200701,BRN_,0.0
3756,C761434,6.8,20625,F01,20200701,BRN_,0.0
3756,C761434,6.8,20625,F02,20200701,BRN_,0.0
3756,C761434,6.8,20625,F03,20200701,BRN_,0.0
3756,C761434,6.8,20625,F04,20200701,BRN_,
3756,C761434,6.8,20625,F05,20200701,BRN_,0.0
3756,C761434,6.8,20625,F06,20200701,BRN_,
3756,C761434,6.8,20625,F07,20200701,BRN_,0.0
3756,C761434,6.8,20625,F08,20200701,BRN_,
3756,C761434,6.8,20625,F09,20200701,BRN_,0.0
3756,C761434,6.8,20625,F10,20200701,BRN_,
3756,C761434,6.8,20625,F11,20200701,BRN_,0.0
3756,C761434,6.8,20625,F12,20200701,BRN_,0.0
3756,C761434,14.7,20544,E01,20200701,BRN_,0.0
3756,C761434,14.7,20544,E02,20200701,BRN_,0.0
3756,C761434,14.7,20544,E03,20200701,BRN_,0.0
3756,C761434,14.7,20544,E04,20200701,BRN_,0.0
3756,C761434,14.7,20544,E05,20200701,BRN_,0.0
3756,C761434,14.7,20544,E06,20200701,BRN_,0.0
3756,C761434,14.7,20544,E07,20200701,BRN_,0.0
3756,C761434,14.7,20544,E08,20200701,BRN_,0.0
3756,C761434,14.7,20544,E09,20200701,BRN_,0.0
3756,C761434,14.7,20544,E10,20200701,BRN_,0.0
3756,C761434,14.7,20544,E11,20200701,BRN_,0.0
3756,C761434,14.7,20544,E12,20200701,BRN_,0.0
3756,C761434,14.7,20624,E01,20200701,BRN_,0.0
3756,C761434,14.7,20624,E02,20200701,BRN_,0.0
3756,C761434,14.7,20624,E03,20200701,BRN_,
3756,C761434,14.7,20624,E04,20200701,BRN_,0.0
3756,C761434,14.7,20624,E05,20200701,BRN_,0.0
3756,C761434,14.7,20624,E06,20200701,BRN_,0.0
3756,C761434,14.7,20624,E07,20200701,BRN_,
3756,C761434,14.7,20624,E08,20200701,BRN_,
3756,C761434,14.7,20624,E09,20200701,BRN_,0.0
3756,C761434,14.7,20624,E10,20200701,BRN_,0.0
3756,C761434,14.7,20624,E11,20200701,BRN_,0.0
3756,C761434,14.7,20624,E12,20200701,BRN_,0.0
3756,C761434,14.7,20625,E01,20200701,BRN_,0.0
3756,C761434,14.7,20625,E02,20200701,BRN_,0.0
3756,C761434,14.7,20625,E03,20200701,BRN_,0.0
3756,C761434,14.7,20625,E04,20200701,BRN_,
3756,C761434,14.7,20625,E05,20200701,BRN_,0.0
3756,C761434,14.7,20625,E06,20200701,BRN_,0.0
3756,C761434,14.7,20625,E07,20200701,BRN_,0.0
3756,C761434,14.7,20625,E08,20200701,BRN_,0.0
3756,C761434,14.7,20625,E09,20200701,BRN_,0.0
3756,C761434,14.7,20625,E10,20200701,BRN_,
3756,C761434,14.7,20625,E11,20200701,BRN_,0.0
3756,C761434,14.7,20625,E12,20200701,BRN_,0.0
3756,C761434,31.6,20544,D01,20200701,BRN_,0.0
3756,C761434,31.6,20544,D02,20200701,BRN_,0.0
3756,C761434,31.6,20544,D03,20200701,BRN_,0.0
3756,C761434,31.6,20544,D04,20200701,BRN_,0.0
3756,C761434,31.6,20544,D05,20200701,BRN_,
3756,C761434,31.6,20544,D06,20200701,BRN_,0.0
3756,C761434,31.6,20544,D07,20200701,BRN_,0.0
3756,C761434,31.6,20544,D08,20200701,BRN_,0.0
3756,C761434,31.6,20544,D09,20200701,BRN_,0.0
3756,C761434,31.6,20544,D10,20200701,BRN_,0.0
3756,C761434,31.6,20544,D11,20200701,BRN_,0.0
3756,C761434,31.6,20544,D12,20200701,BRN_,
3756,C761434,31.6,20624,D01,20200701,BRN_,0.0
3756,C761434,31.6,20624,D02,20200701,BRN_,0.0
3756,C761434,31.6,20624,D03,20200701,BRN_,
3756,C761434,31.6,20624,D04,20200701,BRN_,0.0
3756,C761434,31.6,20624,D05,20200701,BRN_,0.0
3756,C761434,31.6,20624,D06,20200701,BRN_,0.0
3756,C761434,31.6,20624,D07,20200701,BRN_,0.0
3756,C761434,31.6,20624,D08,20200701,BRN_,0.0
3756,C761434,31.6,20624,D09,20200701,BRN_,
3756,C761434,31.6,20624,D10,20200701,BRN_,0.0
3756,C761434,31.6,20624,D11,20200701,BRN_,
3756,C761434,31.6,20624,D12,20200701,BRN_,0.0
3756,C761434,31.6,20625,D01,20200701,BRN_,0.0
3756,C761434,31.6,20625,D02,20200701,BRN_,
3756,C761434,31.6,20625,D03,20200701,BRN_,
3756,C761434,31.6,20625,D04,20200701,BRN_,0.0
3756,C761434,31.6,20625,D05,20200701,BRN_,0.0
3756,C761434,31.6,20625,D06,20200701,BRN_,0.0
3756,C761434,31.6,20625,D07,20200701,BRN_,0.0
3756,C761434,31.6,20625,D08,20200701,BRN_,
3756,C761434,31.6,20625,D09,20200701,BRN_,0.0
3756,C761434,31.6,20625,D10,20200701,BRN_,0.0
3756,C761434,31.6,20625,D11,20200701,BRN_,0.0
3756,C761434,31.6,20625,D12,20200701,BRN_,0.0
3756,C761434,56.2,20544,C01,20200701,BRN_,0.0
3756,C761434,56.2,20544,C02,20200701,BRN_,
3756,C761434,56.2,20544,C03,20200701,BRN_,0.0
3756,C761434,56.2,20544,C04,20200701,BRN_,
3756,C761434,56.2,20544,C05,20200701,BRN_,0.0
3756,C761434,56.2,20544,C06,20200701,BRN_,0.0
3756,C761434,56.2,20544,C07,20200701,BRN_,0.0
3756,C761434,56.2,20544,C08,20200701,BRN_,
3756,C761434,56.2,20544,C09,20200701,BRN_,
3756,C761434,56.2,20544,C10,20200701,BRN_,0.0
3756,C761434,56.2,20544,C11,20200701,BRN_,0.0
3756,C761434,56.2,20544,C12,20200701,BRN_,0.0
3756,C761434,56.2,20624,C01,20200701,BRN_,0.0
3756,C761434,56.2,20624,C02,20200701,BRN_,0.0
3756,C761434,56.2,20624,C03,20200701,BRN_,
3756,C761434,56.2,20624,C04,20200701,BRN_,
3756,C761434,56.2,20624,C05,20200701,BRN_,0.0
3756,C761434,56.2,20624,C06,20200701,BRN_,
3756,C761434,56.2,20624,C07,20200701,BRN_,0.0
3756,C761434,56.2,20624,C08,20200701,BRN_,0.0
3756,C761434,56.2,20624,C09,20200701,BRN_,0.0
3756,C761434,56.2,20624,C10,20200701,BRN_,
3756,C761434,56.2,20624,C11,20200701,BRN_,0.0
3756,C761434,56.2,20624,C12,20200701,BRN_,0.0
3756,C761434,56.2,20625,C01,20200701,BRN_,0.0
3756,C761434,56.2,20625,C02,20200701,BRN_,
3756,C761434,56.2,20625,C03,20200701,BRN_,
3756,C761434,56.2,20625,C04,20200701,BRN_,0.0
3756,C761434,56.2,20625,C05,20200701,BRN_,0.0
3756,C761434,56.2,20625,C06,20200701,BRN_,0.0
3756,C761434,56.2,20625,C07,20200701,BRN_,0.0
3756,C761434,56.2,20625,C08,20200701,BRN_,0.0
3756,C761434,56.2,20625,C09,20200701,BRN_,0.0
3756,C761434,56.2,20625,C10,20200701,BRN_,
3756,C761434,56.2,20625,C11,20200701,BRN_,0.0
3756,C761434,56.2,20625,C12,20200701,BRN_,0.0
3756,C761434,75.0,20544,B01,20200701,BRN_,0.0
3756,C761434,75.0,20544,B02,20200701,BRN_,0.0
3756,C761434,75.0,20544,B03,20200701,BRN_,0.0
3756,C761434,75.0,20544,B04,20200701,BRN_,0.0
3756,C761434,75.0,20544,B05,20200701,BRN_,0.0
3756,C761434,75.0,20544,B06,20200701,BRN_,0.0
3756,C761434,75.0,20544,B07,20200701,BRN_,0.0
3756,C761434,75.0,20544,B08,20200701,BRN_,0.0
3756,C761434,75.0,20544,B09,20200701,BRN_,
3756,C761434,75.0,20544,B10,20200701,BRN_,0.0
3756,C761434,75.0,20544,B11,20200701,BRN_,0.0
3756,C761434,75.0,20544,B12,20200701,BRN_,0.0
3756,C761434,75.0,20624,B01,20200701,BRN_,
3756,C761434,75.0,20624,B02,20200701,BRN_,
3756,C761434,75.0,20624,B03,20200701,BRN_,
3756,C761434,75.0,20624,B04,20200701,BRN_,
3756,C761434,75.0,20624,B05,20200701,BRN_,0.0
3756,C761434,75.0,20624,B06,20200701,BRN_,0.0
3756,C761434,75.0,20624,B07,20200701,BRN_,0.0
3756,C761434,75.0,20624,B08,20200701,BRN_,0.0
3756,C761434,75.0,20624,B09,20200701,BRN_,0.0
3756,C761434,75.0,20624,B10,20200701,BRN_,0.0
3756,C761434,75.0,20624,B11,20200701,BRN_,0.0
3756,C761434,75.0,20624,B12,20200701,BRN_,0.0
3756,C761434,75.0,20625,B01,20200701,BRN_,0.0
3756,C761434,75.0,20625,B02,20200701,BRN_,0.0
3756,C761434,75.0,20625,B03,20200701,BRN_,0.0
3756,C761434,75.0,20625,B04,20200701,BRN_,0.0
3756,C761434,75.0,20625,B05,20200701,BRN_,0.0
3756,C761434,75.0,20625,B06,20200701,BRN_,0.0
3756,C761434,75.0,20625,B07,20200701,BRN_,
3756,C761434,75.0,20625,B08,20200701,BRN_,
3756,C761434,75.0,20625,B09,20200701,BRN_,0.0
3756,C761434,75.0,20625,B10,20200701,BRN_,0.0
3756,C761434,75.0,20625,B11,20200701,BRN_,0.0
3756,C761434,75.0,20625,B12,20200701,BRN_,0.0
3756,C761434,100.0,20544,A01,20200701,BRN_,
3756,C761434,100.0,20544,A02,20200701,BRN_,0.0
3756,C761434,100.0,20544,A03,20200701,BRN_,
3756,C761434,100.0,20544,A04,20200701,BRN_,0.0
3756,C761434,100.0,20544,A05,20200701,BRN_,0.0
3756,C761434,100.0,20544,A06,20200701,BRN_,0.0
3756,C761434,100.0,20544,A07,20200701,BRN_,
3756,C761434,100.0,20544,A08,20200701,BRN_,0.0
3756,C761434,100.0,20544,A09,20200701,BRN_,0.0
3756,C761434,100.0,20544,A10,20200701,BRN_,0.0
3756,C761434,100.0,20544,A11,20200701,BRN_,0.0
3756,C761434,100.0,20544,A12,20200701,BRN_,0.0
3756,C761434,100.0,20624,A01,20200701,BRN_,0.0
3756,C761434,100.0,20624,A02,20200701,BRN_,0.0
3756,C761434,100.0,20624,A03,20200701,BRN_,0.0
3756,C761434,100.0,20624,A04,20200701,BRN_,0.0
3756,C761434,100.0,20624,A05,20200701,BRN_,
3756,C761434,100.0,20624,A06,20200701,BRN_,0.0
3756,C761434,100.0,20624,A07,20200701,BRN_,0.0
3756,C761434,100.0,20624,A08,20200701,BRN_,0.0
3756,C761434,100.0,20624,A09,20200701,BRN_,
3756,C761434,100.0,20624,A10,20200701,BRN_,0.0
3756,C761434,100.0,20624,A11,20200701,BRN_,0.0
3756,C761434,100.0,20624,A12,20200701,BRN_,0.0
3756,C761434,100.0,20625,A01,20200701,BRN_,0.0
3756,C761434,100.0,20625,A02,20200701,BRN_,0.0
3756,C761434,100.0,20625,A03,20200701,BRN_,
3756,C761434,100.0,20625,A04,20200701,BRN_,0.0
3756,C761434,100.0,20625,A05,20200701,BRN_,0.0
3756,C761434,100.0,20625,A06,20200701,BRN_,0.0
3756,C761434,100.0,20625,A07,20200701,BRN_,0.0
3756,C761434,100.0,20625,A08,20200701,BRN_,0.0
3756,C761434,100.0,20625,A09,20200701,BRN_,0.0
3756,C761434,100.0,20625,A10,20200701,BRN_,0.0
3756,C761434,100.0,20625,A11,20200701,BRN_,0.0
3756,C761434,100.0,20625,A12,20200701,BRN_,0.0
3756,C761434,0.0,20544,H01,20200701,SKIN,0.0
3756,C761434,0.0,20544,H02,20200701,SKIN,
3756,C761434,0.0,20544,H03,20200701,SKIN,0.0
3756,C761434,0.0,20544,H04,20200701,SKIN,0.0
3756,C761434,0.0,20544,H05,20200701,SKIN,0.0
3756,C761434,0.0,20544,H06,20200701,SKIN,0.0
3756,C761434,0.0,20544,H07,20200701,SKIN,0.0
3756,C761434,0.0,20544,H08,20200701,SKIN,
3756,C761434,0.0,20544,H09,20200701,SKIN,0.0
3756,C761434,0.0,20544,H10,20200701,SKIN,0.0
3756,C761434,0.0,20544,H11,20200701,SKIN,0.0
3756,C761434,0.0,20544,H12,20200701,SKIN,0.0
3756,C761434,0.0,20624,H01,20200701,SKIN,0.0
3756,C761434,0.0,20624,H02,20200701,SKIN,0.0
3756,C761434,0.0,20624,H03,20200701,SKIN,0.0
3756,C761434,0.0,20624,H04,20200701,SKIN,0.0
3756,C761434,0.0,20624,H05,20200701,SKIN,
3756,C761434,0.0,20624,H06,20200701,SKIN,0.0
3756,C761434,0.0,20624,H07,20200701,SKIN,0.0
3756,C761434,0.0,20624,H08,20200701,SKIN,0.0
3756,C761434,0.0,20624,H09,20200701,SKIN,0.0
3756,C761434,0.0,20624,H10,20200701,SKIN,
3756,C761434,0.0,20624,H11,20200701,SKIN,0.0
3756,C761434,0.0,20624,H12,20200701,SKIN,0.0
3756,C761434,0.0,20625,H01,20200701,SKIN,0.0
3756,C761434,0.0,20625,H02,20200701,SKIN,0.0
3756,C761434,0.0,20625,H03,20200701,SKIN,0.0
3756,C761434,0.0,20625,H04,20200701,SKIN,0.0
3756,C761434,0.0,20625,H05,20200701,SKIN,0.0
3756,C761434,0.0,20625,H06,20200701,SKIN,0.0
3756,C761434,0.0,20625,H07,20200701,SKIN,0.0
3756,C761434,0.0,20625,H08,20200701,SKIN,0.0
3756,C761434,0.0,20625,H09,20200701,SKIN,0.0
3756,C761434,0.0,20625,H10,20200701,SKIN,0.0
3756,C761434,0.0,20625,H11,20200701,SKIN,0.0
3756,C761434,0.0,20625,H12,20200701,SKIN,0.0
3756,C761434,2.16,20544,G01,20200701,SKIN,0.0
3756,C761434,2.16,20544,G02,20200701,SKIN,0.0
3756,C761434,2.16,20544,G03,20200701,SKIN,0.0
3756,C761434,2.16,20544,G04,20200701,SKIN,0.0
3756,C761434,2.16,20544,G05,20200701,SKIN,0.0
3756,C761434,2.16,20544,G06,20200701,SKIN,
3756,C761434,2.16,20544,G07,20200701,SKIN,0.0
3756,C761434,2.16,20544,G08,20200701,SKIN,0.0
3756,C761434,2.16,20544,G09,20200701,SKIN,0.0
3756,C761434,2.16,20544,G10,20200701,SKIN,0.0
3756,C761434,2.16,20544,G11,20200701,SKIN,0.0
3756,C761434,2.16,20544,G12,20200701,SKIN,0.0
3756,C761434,2.16,20624,G01,20200701,SKIN,0.0
3756,C761434,2.16,20624,G02,20200701,SKIN,0.0
3756,C761434,2.16,20624,G03,20200701,SKIN,0.0
3756,C761434,2.16,20624,G04,20200701,SKIN,0.0
3756,C761434,2.16,20624,G05,20200701,SKIN,0.0
3756,C761434,2.16,20624,G06,20200701,SKIN,0.0
3756,C761434,2.16,20624,G07,20200701,SKIN,0.0
3756,C761434,2.16,20624,G08,20200701,SKIN,0.0
3756,C761434,2.16,20624,G09,20200701,SKIN,0.0
3756,C761434,2.16,20624,G10,20200701,SKIN,0.0
3756,C761434,2.16,20624,G11,20200701,SKIN,0.0
3756,C761434,2.16,20624,G12,20200701,SKIN,0.0
3756,C761434,2.16,20625,G01,20200701,SKIN,0.0
3756,C761434,2.16,20625,G02,20200701,SKIN,0.0
3756,C761434,2.16,20625,G03,20200701,SKIN,0.0
3756,C761434,2.16,20625,G04,20200701,SKIN,0.0
3756,C761434,2.16,20625,G05,20200701,SKIN,0.0
3756,C761434,2.16,20625,G06,20200701,SKIN,0.0
3756,C761434,2.16,20625,G07,20200701,SKIN,0.0
3756,C761434,2.16,20625,G08,20200701,SKIN,0.0
3756,C761434,2.16,20625,G09,20200701,SKIN,0.0
3756,C761434,2.16,20625,G10,20200701,SKIN,0.0
3756,C761434,2.16,20625,G11,20200701,SKIN,0.0
3756,C761434,2.16,20625,G12,20200701,SKIN,
3756,C761434,6.8,20544,F01,20200701,SKIN,0.0
3756,C761434,6.8,20544,F02,20200701,SKIN,0.0
3756,C761434,6.8,20544,F03,20200701,SKIN,0.0
3756,C761434,6.8,20544,F04,20200701,SKIN,0.0
3756,C761434,6.8,20544,F05,20200701,SKIN,0.0
3756,C761434,6.8,20544,F06,20200701,SKIN,0.0
3756,C761434,6.8,20544,F07,20200701,SKIN,0.0
3756,C761434,6.8,20544,F08,20200701,SKIN,
3756,C761434,6.8,20544,F09,20200701,SKIN,0.0
